age_of_driver,safety_rating,annual_income,high_education,address_change,past_num_of_claims,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,fraud_reported,gender_F,gender_M,marital_status_*,marital_status_0,marital_status_1,property_status_Own,property_status_Rent,claim_day_of_week_*,claim_day_of_week_Friday,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Highway,accident_site_Local,accident_site_Parking Lot,witness_present_*,witness_present_0,witness_present_1,channel_Broker,channel_Online,channel_Phone,vehicle_category_Compact,vehicle_category_Large,vehicle_category_Medium,vehicle_color_black,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white
0.910714286,0.571428571,0.730179487,1,0,0,0.5,0,0.5,0.540917917,0.333867981,0.190089054,0,0.68156195,0.312445159,0.333333333,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.160714286,0.479591837,0.259871795,1,1,0.166666667,0.5,1,0.5,0.433782819,0.593514648,0.291527618,0,0.919034138,0.664293835,0.666666667,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.339285714,0.775510204,0.416641026,0,0,0,0.5,1,0.3,0.315678063,0.19447497,0.657533188,0,0,0.596461792,0.416666667,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.410714286,0.918367347,0,1,1,0,0.72,1,0.4,0.195572638,0.198107313,0.284876302,1,0.533851659,0.587462458,0.333333333,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.071428571,0.816326531,0,1,0,0,0.8,1,0.6,0.199947412,0.438568602,0.474997751,0,1,0.526708784,0.333333333,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.642857143,0.826530612,0,0,1,0,0.69,0,0.4,0.212401807,0.554404421,0.540989124,0,0.607881148,0.430107717,0.25,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
0.446428571,0.642857143,1,1,1,0,0.86,1,0.4,1,0.571552243,1,0,0.505226148,0.437121881,0.25,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.321428571,0.673469388,0,0,1,0,0.51,1,0.5,0.651183483,0.422957891,0.530521148,0,0.39420267,0.432020486,0.75,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.375,0.765306122,1,1,1,0,0.5,1,0.5,0.344959508,0.20160219,0.529289244,0.333333333,0.659910172,0.542032549,0.166666667,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.285714286,0.62244898,0.374435897,1,1,0,0.93,1,0.3,0.400690005,0.314881254,0.484202142,0.333333333,0.33824677,0.541357061,0.25,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.625,0.785714286,0.597974359,1,1,0,0.32,1,1,0.650895278,0.198986437,0.74433119,0.333333333,0.712794308,0.442853157,0.166666667,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0.142857143,0.346938776,0,1,0,0.333333333,0.71,1,0.5,0.112741732,0.782077914,0.61750611,1,0.115635274,0.488026869,0.166666667,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.410714286,0.642857143,1,0,1,0.5,0.93,1,0.6,0.64139873,0.384138604,0.346494503,1,0.733947963,0.613611787,0.416666667,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.767857143,0.897959184,0.668487179,1,1,0,0.76,1,0.4,0.286180166,0.442059963,0.442347493,0,0.815067413,0.540241941,0.166666667,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.267857143,0.816326531,0,0,1,0,0,1,0.5,0.366117274,0.847413464,0.289102884,1,0.420221333,0.39024392,0.333333333,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.214285714,0.93877551,1,1,1,0.166666667,0.94,1,0.4,0.376135057,0.391073178,0.468693952,1,0.57459818,0.441832727,0.25,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.446428571,0.724489796,0.492435897,1,1,0.166666667,0.81,1,0.1,0.255691903,0.259199237,0.326314292,0.333333333,0.707821373,0.431257857,0.166666667,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.5,0.428571429,0.52525641,1,0,0,0.57,0,0.4,0.245937005,0.203637459,0.405858754,0,0.691690466,0.316179401,0.583333333,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.767857143,0.744897959,0.667102564,0,1,0,0.28,1,0.4,0.330291088,0.633309151,0.248033106,0,0.719527281,0.492764207,0.416666667,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.232142857,0.928571429,0.328641026,1,0,0,1,0,0.8,0.269680772,0.138170532,0.357293399,0,0.717659317,0.354726758,0.25,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
0.482142857,0.43877551,0,0,1,0.166666667,0.34,1,0.2,0.46842238,0.569083911,0.393320068,1,0.587649022,0.551812137,0.25,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
0.678571429,0.642857143,0,1,0,0.166666667,0.64,1,0.1,0.149938517,0.486407209,0.487272096,0.333333333,0.36811759,0.570632448,0.25,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.660714286,0.826530612,0,1,1,0,0.27,0,0.3,0.173038243,0.185648354,0.394574724,1,0.392616976,0.652221517,0.5,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.571428571,0.642857143,0.567512821,0,1,0,0.27,0,0.4,0.12904028,0.357409861,0.443152991,0,0.277392654,0.379827662,0.5,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.464285714,0.56122449,0.502897436,0,1,0.166666667,0.5,1,0.3,0.781334702,0.280130523,0.17997858,0.333333333,0.671367018,0.445343959,0.416666667,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.160714286,0.826530612,0.260128205,0,1,0,0.97,1,0.3,0.179649152,0.478235568,0.386793611,0.333333333,0.471129579,0.473921603,0.166666667,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.642857143,0.928571429,0.606230769,1,1,0.5,0.51,1,0.3,0.613456815,0.063674603,0.137801413,0,0.637469697,0.463630193,0.5,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0.571428571,0.867346939,1,1,0,0.333333333,0.99,1,0.4,0.589093344,0.525595231,0.734240352,0,0.601413841,0.432511534,0.333333333,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
0.392857143,0.653061224,0,1,0,0,0.99,1,0.7,0.234415809,0.781321472,0.344238635,0,0.437821705,0.558442258,0.416666667,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.553571429,0.673469388,0.557512821,1,1,0,0.03,1,0.7,0.298788624,0.180963257,0.251137906,0.333333333,0.615685086,0.476956777,0.333333333,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.5,0.785714286,0.525410256,1,1,0,0.01,1,0.4,0.525037529,0.810999593,0.577692164,0.333333333,0.535254707,0.633712996,0.666666667,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.535714286,0.785714286,1,0,1,0.166666667,0.24,1,0.7,0.185170313,0.345572076,0.608906237,0,0.59251403,0.31520313,0.25,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.25,0.632653061,1,1,0,0,0.03,0,0.2,0.200812984,0.22437118,0.146491049,0,0.475355328,0.330332983,0.25,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.446428571,0.887755102,1,1,1,0,0.21,1,0.3,0.949715348,0.907307347,0.656414878,0.333333333,0.433147644,0.254439937,0.25,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.25,0.56122449,0.985717949,1,1,0,0.96,1,0.8,0.586679451,0.143082443,0.682195203,1,0.425028227,0.264815144,0.166666667,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
0.589285714,0.693877551,1,1,1,0,0.14,1,0.8,0.526476816,0.649973195,0.605314973,0,0.496874274,0.596332398,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.392857143,0.632653061,1,1,0,0.333333333,0.2,1,0.3,0.445417426,0.611425988,0.707191931,0,0.893405672,0.620683886,0.666666667,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.696428571,0.857142857,1,0,1,0.166666667,0.93,0,0.4,0.239660692,0.649959188,0.32493454,0,0.211216916,0.440001857,0.166666667,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.321428571,0.714285714,0.878025641,1,1,0.333333333,0.99,1,0.4,0.142603362,0.126553738,0.736757539,0,0.345295221,0.40249584,0.25,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.785714286,0.887755102,0.676333333,1,0,0.333333333,0.44,0,0.8,0.313873999,1,0.68274678,0,0.624493574,0.390544339,0.25,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.285714286,0.673469388,0.374179487,1,1,0,0.83,0,0.7,0.587279073,0.163788535,0.151039024,0.333333333,0.423973865,0.522041957,0.166666667,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.410714286,0.673469388,1,1,0,0,0.02,1,0.3,0.186100084,0.554275897,0.173272416,0.333333333,0.295441338,0.376824627,0.25,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0.517857143,0.93877551,1,0,1,0.5,0,1,0.6,0.460664502,0.310226283,0.393591815,0,0.906821805,0.382729533,0.166666667,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.607142857,0.744897959,0.587358974,1,0,0,0,0,0.2,0.261407603,0.264992542,0.318181649,1,0.539970279,0.515215753,0.333333333,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
